product_id,date,units_sold,price,cost_price,discount_applied,current_stock
P016,2023-10-21,5,74.37403742583199,58.54786585006619,0.14262487113120428,59
P015,2023-12-27,1,60.1059076983296,40.94288326890578,0.29833502656367533,45
P008,2023-08-09,3,86.92665567327808,39.52458636578444,0.2939958321861328,4
P014,2023-10-22,5,93.66247851378121,53.07645999260032,0.26465001734130994,112
P008,2023-12-18,3,26.579790936672335,14.729681276029941,0.17246084854742125,149
P016,2023-12-11,12,49.31740329014139,30.26603340245254,0.11940193125114451,180
P013,2023-02-21,2,45.31438908394492,33.386385299602395,0.10931589304193548,69
P018,2023-05-29,3,46.46936109693508,29.432243756950218,0.0036374250263234483,159
P015,2023-04-29,4,21.29717631050883,9.043263890578066,0.07475234917270995,10
P013,2023-02-01,9,83.22541533826474,55.10906356956021,0.21564247048474935,137
P009,2023-08-20,5,13.218961871344172,5.331288211898309,0.18108962996791997,166
P015,2023-09-26,3,57.54039469544412,40.96785097671149,0.27492665675026007,97
P013,2023-11-06,3,69.56905492402221,46.37851858397375,0.01500668007496736,30
P001,2023-02-14,4,28.672249425298947,15.010331536215777,0.04658298095319918,11
P007,2023-11-16,4,91.5265172888916,47.31707886905943,0.23677313680563902,107
P009,2023-08-23,7,85.46942863223137,61.47894621583333,0.10755228935860013,79
P001,2023-09-14,6,52.39753565355328,37.376979158964026,0.035503600115363375,165
P012,2023-11-29,3,47.003403910612484,25.42512550881723,0.29893515153002675,66
P008,2023-08-17,6,31.291113268999002,16.25820819594133,0.23617509080080887,193
P011,2023-05-03,6,75.69939021804673,47.231114146168274,0.12262231102743676,51
P019,2023-10-29,4,21.856941966876775,8.815915884665936,0.24700424308384208,132
P017,2023-05-13,7,71.22139784594047,30.84362393885019,0.204181161035746,138
P008,2023-01-13,4,85.82112875065722,38.659658156491844,0.23699242787094998,24
P003,2023-10-31,7,30.562441832532134,14.491631891975677,0.24456191326969495,34
P003,2023-05-06,3,87.97846626088806,53.21001429742757,0.02541860498709537,162
P001,2023-10-10,4,12.999087949555761,10.358931147228443,0.1868918663064287,21
P005,2023-05-13,7,92.15086468478728,60.91590158427456,0.002035665893048277,164
P010,2023-11-11,8,20.65260050661682,8.767432007965542,0.013036873890351186,182
P007,2023-03-22,2,68.11832601442293,41.56796526530043,0.27119400271675226,95
P009,2023-12-22,9,32.50742220225476,19.46083112245155,0.15826911640704164,116
P007,2023-10-12,6,85.28971520526524,39.03429886326073,0.22077059576055744,199
P009,2023-02-11,4,56.107032482391986,43.0963136685746,0.2515502971329438,191
P008,2023-07-26,7,22.171707212185122,12.777690093179865,0.2848760302693755,19
P012,2023-12-26,2,61.38924141933806,48.97778904321551,0.26080585437683873,105
P002,2023-06-21,2,46.70943491772848,26.53230978142011,0.14499343460918818,3
P001,2023-03-08,3,69.53030349517911,44.72071483000094,0.10079109221415344,17
P016,2023-06-26,5,89.37129562871135,39.49362369789066,0.04634797086181145,50
P005,2023-07-07,7,46.84502180650766,27.24933364714519,0.12009644474618397,195
P003,2023-09-28,4,36.089261158047364,17.882458344956564,0.10994807374834903,19
P012,2023-09-13,4,11.306358507484791,8.301421470546197,0.167872452586762,121
P008,2023-05-27,5,61.73551340738874,44.05247657971734,0.19965282262716402,136
P003,2023-03-21,5,46.20472906882902,33.714297062186525,0.2934976429335142,79
P001,2023-08-24,4,43.718429711334586,30.14139922176557,0.21851585583021974,153
P003,2023-06-03,5,26.464178915579126,19.40018269018454,0.19312455973287698,101
P005,2023-02-18,6,48.70498106721469,23.39453661689464,0.10052773028050277,24
P015,2023-11-25,5,98.59977582250315,57.268476342091716,0.010351162949497793,195
P014,2023-09-10,7,36.79787383050199,24.902547211512076,0.08643753865640753,168
P003,2023-09-07,8,63.97339720672902,41.89982426148905,0.2305343701378853,58
P001,2023-10-28,4,79.88381931841,54.843580558502644,0.06158158224114052,44
P005,2023-07-13,5,77.42420408588785,37.91489236438402,0.21365645810223433,40
P014,2023-10-25,6,39.58968587433317,17.39467403382228,0.17393395277082474,37
P007,2023-07-01,9,64.97740751651654,49.819648861561724,0.05155706092513946,116
P009,2023-01-25,6,88.41382167431415,55.176303902387644,0.07848744188754898,18
P015,2023-05-28,0,11.390268495977015,5.256954831103327,0.14889108104594295,13
P015,2023-07-01,4,49.21609211589769,35.30637600727563,0.12551241153235423,126
P010,2023-09-20,2,30.184607641771475,23.120563519454883,0.23356915426402786,148
P013,2023-02-08,6,44.976906135895504,21.04133943789618,0.2203213927629741,142
P019,2023-02-21,9,47.43906471777175,34.48653883375832,0.17237235104190513,2
P007,2023-04-07,0,77.20038683079733,59.69828902593144,0.24668241344187755,36
P017,2023-04-08,3,18.443968515589884,14.300432131075267,0.16880086220529258,116
P020,2023-09-25,0,56.13255128192594,42.97859429815802,0.28931677699717806,173
P004,2023-04-02,8,60.77753126188708,37.59506056910209,0.06516722974532442,15
P005,2023-08-20,2,54.47418431966239,29.55140210899976,0.21423959808064583,141
P007,2023-06-30,4,75.86859277564481,30.568148184366873,0.11098323961634039,8
P013,2023-07-29,4,44.541213031616266,18.90172700197244,0.08368985832605816,6
P015,2023-11-02,5,95.04703572760685,54.322765174387875,0.05411624279031386,141
P011,2023-05-28,4,53.36230982850472,29.868510149948534,0.16575104287846315,133
P004,2023-10-09,3,61.40925186533178,29.100957944455548,0.06464082982476338,14
P013,2023-06-04,2,84.29777410120745,47.054344066303706,0.060105255434521776,179
P007,2023-05-10,8,34.771249533801026,16.337620216337726,0.2971595715251454,71
P019,2023-12-16,4,16.768182588652223,12.400347717939354,0.24052422505372822,161
P002,2023-03-09,5,73.70055805262342,38.27107478419558,0.22448304607631261,103
P010,2023-02-02,5,53.47106699935408,34.190776588037565,0.23821818776482648,128
P013,2023-10-09,7,90.68538258630953,54.514359217827234,0.29067686211562277,95
P006,2023-01-25,5,98.44120438501906,41.41941543574747,0.17198300662596103,121
P012,2023-11-02,8,45.919841551725625,35.67482586218123,0.06607316322085817,114
P012,2023-06-09,5,47.38951146336947,28.94979720138278,0.2586628922259717,196
P020,2023-12-01,4,46.71663419851538,24.76089328731291,0.22281921883622705,147
P011,2023-09-21,6,39.209869875783355,18.163996837999985,0.12429249370025192,79
P007,2023-08-11,5,80.35183879897576,43.021230552682496,0.1420708495723939,6
P001,2023-12-13,1,78.3096186241655,31.966349773718967,0.12337571954366072,134
P001,2023-05-25,7,53.078038349547235,28.949996824565936,0.2789826480687012,49
P020,2023-12-15,4,14.019509474100888,8.588272586919077,0.10305948344948825,129
P013,2023-02-19,4,37.86033713617661,28.34779485669841,0.2890452835968517,46
P009,2023-06-26,4,36.30727418993538,24.505586257774596,0.27308153137618496,13
P003,2023-04-09,6,82.99785215802325,36.90357779476251,0.189156342674452,30
P007,2023-07-17,6,17.881801607455724,8.209508827714453,0.17394653193002238,49
P006,2023-03-01,4,82.51078411384337,47.13423155599874,0.11102678402099127,188
P008,2023-11-04,5,70.22652869792287,33.588161893916066,0.005501516703194964,40
P009,2023-11-05,4,75.91973132174043,31.21363158127739,0.038286955871325974,13
P005,2023-12-15,4,48.89918688265211,35.30550397954457,0.2262693970048646,132
P001,2023-02-26,8,71.17532164015824,29.025938755532284,0.14146203797644957,4
P019,2023-08-16,4,64.81260502362242,47.46070492102007,0.044951440256390425,191
P010,2023-06-23,7,79.20821757057665,36.24897425090966,0.07918825623956129,156
P012,2023-05-06,7,50.209285102142694,39.65887652530422,0.2843510699540999,4
P015,2023-05-09,9,52.554306240667216,33.7161922934122,0.11013985059307953,112
P009,2023-05-31,6,67.92186004658382,47.13730823290074,0.27230458356574605,117
P020,2023-09-15,5,19.726974429974945,8.76259285353273,0.09139074968807301,95
P017,2023-08-07,10,49.262000352788554,36.69238860931833,0.16296602831014825,35
P017,2023-06-17,8,97.4755760733825,71.7105332524629,0.006143125008659367,78
P020,2023-01-28,5,13.379708805404105,8.846624562191082,0.15656253311207308,18
P012,2023-01-29,6,38.440425057975446,23.099233739583685,0.19108260318318906,191
P007,2023-01-01,1,38.26988371804337,26.352476191047895,0.07029152980115337,21
P002,2023-12-20,10,67.01177073121954,26.963612375287887,0.1736811528616071,161
P003,2023-01-02,10,19.52203234817259,12.43507197577485,0.19415033161529566,55
P017,2023-02-07,3,66.5689627790975,49.1919640935923,0.20606582351452696,16
P005,2023-04-25,6,18.553621658645746,10.070162854119802,0.23292099660663093,183
P017,2023-10-22,8,18.54582826764979,8.221657630478509,0.09340177287882495,16
P017,2023-12-18,1,75.5365021469634,42.93123897031966,0.17033308692956345,145
P017,2023-10-16,7,39.17216564495167,27.06176862586113,0.2944737089293783,172
P002,2023-09-10,6,97.9680652942373,43.392062911192816,0.26944325119954715,77
P002,2023-07-10,5,13.361764279199944,6.445974628333247,0.28579962842950996,55
P005,2023-02-01,5,50.05959973461947,22.978394450787228,0.11584091955857141,79
P001,2023-12-16,8,20.182234390662128,14.506568316317372,0.2360784317689985,49
P001,2023-10-04,2,41.62410700822978,17.696782502088116,0.18596938552810433,57
P019,2023-08-22,5,99.84002055481456,67.35553241543111,0.024820524918672326,17
P002,2023-10-05,5,89.99582605646786,49.19016774150437,0.2471941167471196,134
P012,2023-09-22,3,14.349196796985721,10.077677631434144,0.2031303829072094,75
P006,2023-08-21,5,60.69302594431151,47.689749520333976,0.05967520785458003,9
P004,2023-12-24,4,68.3040074341992,30.451164171482752,0.0239215672288384,68
P011,2023-11-26,3,28.85811615551131,15.172270475276488,0.25110663919449916,84
P017,2023-08-25,8,23.059501605680524,16.696236082786452,0.023670548847360317,130
P006,2023-09-11,4,91.3943021198971,46.28786482656102,0.02740615960993099,82
P005,2023-01-19,4,97.19347973350389,47.24071964910301,0.12822248637129458,108
P020,2023-09-02,2,99.27035715876777,72.48236952512084,0.04043934852584312,43
P002,2023-01-17,5,81.0785596361171,64.44391038077386,0.2741008792328158,197
P006,2023-08-03,6,69.71518624647314,43.415288122273786,0.141085180878971,141
P011,2023-12-31,4,41.11572269736981,21.019159172077664,0.17074529419637144,131
P016,2023-07-22,4,25.425848109227722,14.223890284151594,0.2784318268434262,17
P016,2023-06-22,1,17.108253942960854,8.007554714895482,0.15907896769150456,92
P001,2023-04-25,3,72.39677216963429,51.021980767372284,0.10607734378719556,179
P009,2023-02-13,5,80.62510736614225,57.19461323920974,0.23914653174474954,37
P006,2023-09-24,4,84.3808287209482,63.28970531571268,0.13285505924256322,147
P016,2023-03-12,5,92.23885029734187,37.87705607138034,0.09554082768069162,171
P003,2023-02-12,7,89.19366072745362,55.72753353905445,0.21696883758166036,50
P020,2023-06-03,8,99.97671450322834,48.55890755732883,0.24048170298391291,18
P004,2023-10-18,4,31.965760987052615,17.144938393930826,0.2375148502752814,119
P019,2023-09-29,6,78.69768536909895,56.1887501638496,0.29330232423861224,67
P003,2023-01-21,2,62.78135611373179,29.934995691383783,0.23600008466248878,65
P019,2023-06-16,7,33.51206192082242,21.961684077176834,0.23098003078460586,140
P020,2023-07-10,3,98.37147900582485,65.1048493374799,0.25724557612086607,189
P007,2023-08-24,9,90.8108294296827,70.98115567830949,5.555858863284246e-05,188
P020,2023-08-26,3,21.56641015997048,15.31353947384364,0.10872942335633119,157
P009,2023-05-14,5,12.354250809107786,8.913024390423503,0.22128092881032663,97
P001,2023-07-24,3,71.94976860994092,44.079327797859854,0.1799157033330832,157
P008,2023-06-25,7,64.37175659708817,30.55806610110078,0.05327160078948529,178
P007,2023-11-20,3,94.22340617000313,53.728574411662784,0.0911199267265636,87
P018,2023-07-13,6,31.060475844433284,19.251153387706054,0.10103778332463204,175
P008,2023-06-10,6,17.594915310548835,11.812657835799008,0.1703484333516948,32
P001,2023-05-28,3,33.32938003947878,21.433579192471676,0.2494794889323229,104
P011,2023-07-28,2,11.70348764603171,6.525760919830026,0.2797475339333039,73
P018,2023-10-21,4,13.230347607003917,6.696212894901249,0.2250277238560917,81
P010,2023-07-16,8,92.33720253286836,43.148467189616824,0.25288511705304295,18
P003,2023-08-30,5,41.68149242516905,28.240801454926004,0.1410287875354548,70
P007,2023-09-27,10,46.972810090871256,30.91559978090067,0.11693259588668621,56
P016,2023-07-09,4,11.653448908429397,7.865483527679652,0.11781255964326509,146
P016,2023-06-05,1,34.3469602154662,18.856858326421104,0.18481155850198713,78
P020,2023-11-16,4,82.42533853672879,41.62175685872333,0.0372710116667427,168
P017,2023-06-02,7,65.39418637000472,46.030217810813106,0.17384825483707836,41
P002,2023-06-18,7,77.84025409777738,55.22446556438726,0.19953985805511765,179
P001,2023-12-28,6,50.249236671440656,29.257444671313618,0.13167262206187164,115
P016,2023-01-01,7,37.8756299576197,24.420753056729136,0.2859501530313502,3
P012,2023-03-09,7,53.45290839955333,29.367448318865804,0.18246398171387257,3
P005,2023-05-21,2,39.0763961565176,26.602385211743,0.06599984167098756,4
P005,2023-12-07,2,85.50739870066612,62.787111387197164,0.14376487723005488,40
P009,2023-01-26,9,36.790634403356115,24.844469317614237,0.2026213311405882,107
P009,2023-01-04,1,69.37872764077754,41.97642324087973,0.0970887373741437,86
P003,2023-01-20,5,22.328400007857503,13.027799357676342,0.02389248188670695,103
P019,2023-02-02,7,71.8179844361419,47.1792348531784,0.1750306904132655,116
P016,2023-01-14,3,92.19697404400304,61.94939246872059,0.284361050585904,100
P016,2023-06-25,8,64.77248391759176,40.38511112502798,0.14552159566895212,188
P003,2023-07-31,6,60.38698420310295,39.25014539914577,0.27183272419411136,74
P020,2023-04-10,7,96.50064412194762,42.32860567902411,0.25050707651150816,182
P001,2023-05-26,5,66.46568997842618,51.890176682599545,0.04422383509019501,74
P020,2023-02-03,3,33.359538994577434,23.895745540003077,0.21245097655067124,12
P011,2023-05-03,9,36.31519214629664,19.95778183342155,0.13063965752159354,141
P017,2023-07-10,5,73.47759782823346,45.93268660341692,0.07507389757888107,187
P008,2023-09-25,8,76.18929345029677,31.9179663857032,0.2060815067000109,199
P004,2023-01-02,12,37.31466086101137,15.541225103370868,0.2227982155969264,24
P006,2023-06-20,5,41.08095801336972,20.553597555170917,0.05396889562045164,114
P008,2023-04-19,6,99.19508578651784,67.04403974719156,0.2743334046168625,171
P020,2023-11-08,2,19.17572946222497,14.206513654352925,0.22534417318543226,81
P003,2023-09-19,2,46.41805255960894,28.94974885084189,0.2800126497425906,9
P016,2023-08-04,8,15.620277807775672,9.572935612265905,0.0951219656291073,198
P003,2023-04-12,3,83.8970525798417,47.05985467588637,0.28180050472289603,49
P018,2023-11-29,5,18.311125505088903,8.508066383200823,0.11055529735151426,171
P014,2023-01-17,3,70.660662081644,31.609456496583466,0.01619092842821752,141
P018,2023-02-09,5,15.083508160313386,10.622891018430026,0.228890816612707,14
P002,2023-05-23,3,70.55695340287221,54.39951130108128,0.21105244322650224,15
P003,2023-02-15,4,85.8733252234933,50.091051563480114,0.17937329767899973,1
P016,2023-12-16,5,45.89393742316516,30.463398087295435,0.1469681233152522,157
P009,2023-10-19,6,56.99138440889592,43.64303676636303,0.009649581096789416,29
P004,2023-04-05,6,46.138756420475424,20.11859495223522,0.1873791754560463,81
P001,2023-08-03,8,37.0439882769375,26.234277677550644,0.1250503845668381,30
P004,2023-12-25,7,82.29370605644154,53.22154137195809,0.1680628208222835,76
P001,2023-11-19,6,34.48023163578907,22.04855209105519,0.12879640259029088,147
P014,2023-08-08,8,75.06490819505024,38.80977144094398,0.2898168398295597,176
P016,2023-11-26,9,28.557737132968203,19.235273514277146,0.18123267034525414,113
P020,2023-12-28,6,32.48684164704966,23.322924179737132,0.22477089918074014,34
P008,2023-09-29,7,40.281504631949105,17.931040530352767,0.28090408424132496,22
P007,2023-01-24,8,63.02407396544094,38.65950723749374,0.17747979687502188,105
P003,2023-05-27,2,50.898008724358704,22.420881915891858,0.003618755346720226,96
P017,2023-11-02,3,77.06303288450384,57.72249329112077,0.010287503493162709,114
P001,2023-03-26,2,29.22105703025731,17.621895461460543,0.21070153023055854,99
P016,2023-10-31,4,10.96050590639507,7.926487446280867,0.08372554084538504,188
P012,2023-02-13,7,79.8901724606698,43.71863901364771,0.1738139182043846,54
P019,2023-01-18,7,83.94844004920652,37.77942482982315,0.06068315432720068,194
P014,2023-05-21,9,15.353214679755059,6.396144963619755,0.08107466251851424,7
P006,2023-01-14,6,64.98167699425568,33.309857696824636,0.15139231678442258,167
P006,2023-12-16,2,44.03861054857701,21.917729344699406,0.2926708390068246,58
P013,2023-10-29,4,81.45060896750651,50.836647395030724,0.18488114676275746,127
P019,2023-10-20,9,88.69730987768307,36.2501945335202,0.28084443135390696,31
P008,2023-08-18,3,86.59033901175242,52.666687568860134,0.28781395631608425,92
P002,2023-03-20,3,79.9483822615767,44.50795970049445,0.06243299892615223,6
P001,2023-07-09,9,34.21470058679466,21.58430650155544,0.09335808074068333,1
P015,2023-08-07,3,83.0700679211485,56.56797587744181,0.23099768436561122,84
P001,2023-07-11,7,58.013062831566344,37.919471472989265,0.26002920068740315,133
P005,2023-04-05,7,14.748095334888173,11.707889746146972,0.15576802325685832,105
P016,2023-07-08,3,51.124496490842404,23.277297031472248,0.29796782018416473,35
P019,2023-06-29,4,94.79421253269939,54.212317556142146,0.0034716596265810806,159
P004,2023-12-30,1,89.90734147619975,51.24109743407017,0.08987779667556468,44
P003,2023-11-24,3,19.203785289740445,10.885114187219887,0.18694852612337395,41
P017,2023-06-19,5,76.97140171429332,51.225957762204615,0.14078697328124484,52
P017,2023-08-16,5,82.52135793624113,49.177053859132805,0.03498088992864022,109
P012,2023-09-30,6,34.42493694130883,20.895008073700037,0.11033612564416907,8
P014,2023-01-13,1,52.444771366698305,30.04783300954296,0.007634142988511716,86
P006,2023-11-23,6,73.98891473173146,58.94547263701517,0.19282381382258382,113
P003,2023-11-10,6,49.51373399390331,38.17630395294221,0.26782276289890655,74
P009,2023-06-16,1,20.151722697991925,10.541158091810834,0.26546223713503764,176
P005,2023-05-23,3,73.52942002135494,32.69394263494188,0.20986334212966395,129
P017,2023-04-10,6,92.04748207617732,67.73828418413065,0.13973105864937826,194
P014,2023-06-23,8,68.72362555655418,54.90111221266827,0.15360948560744692,10
P003,2023-01-17,8,79.64206737121305,41.17841784949386,0.04107564719869887,49
P001,2023-11-08,8,42.252628209204566,22.947992663861818,0.10230512793576091,162
P020,2023-01-13,8,26.487842061397135,20.571869220939238,0.056318422649482086,121
P001,2023-05-01,2,67.84962954564634,46.43980156045201,0.24636006100498636,142
P003,2023-12-07,6,39.4994085257097,20.470779107413144,0.2744261704013879,74
P018,2023-09-26,4,87.40661670908135,55.27756986515644,0.1610769784260351,30
P010,2023-04-13,8,21.03652449802059,16.359933270428975,0.2183292121538832,91
P003,2023-04-03,11,49.01173297598113,35.5200400800037,0.036439431272138244,189
P008,2023-01-02,2,45.70548404215472,31.84452292057133,0.1825603929831715,155
P014,2023-09-11,5,94.42484681985367,65.60624426458996,0.2108373064133538,152
P018,2023-01-18,10,23.78213205439635,11.206333966032634,0.13583043885342022,91
P015,2023-07-14,4,10.886214251080986,7.945548364065311,0.07298192534120958,152
P002,2023-12-18,8,31.427669152640583,16.042173671981264,0.2632123561624174,74
P010,2023-02-09,4,83.8249173791789,64.72513024404697,0.2228726159861167,91
P002,2023-11-23,3,28.838963444231535,15.741921126153175,0.2699571845547585,128
P017,2023-12-28,6,31.679025733493443,23.53954860879732,0.24552079424934703,186
P008,2023-01-23,7,21.690892408312973,10.986293797355115,0.29711232887365874,196
P001,2023-11-19,4,74.38925829488863,45.065814191993084,0.05765181996433468,41
P009,2023-07-08,7,16.225677145487545,7.1839853766772315,0.026024330341192226,109
P011,2023-11-27,4,39.808747209566945,26.434901498879313,0.10110083740117755,161
P016,2023-07-28,3,35.424885395886804,26.017159160219265,0.03870125250697767,193
P007,2023-08-30,4,59.964375681113935,41.218247345682784,0.1569390338718673,17
P010,2023-07-18,6,75.7374638517762,46.14709462424077,0.18990867162232275,76
P003,2023-11-12,6,57.958879122707266,24.229497950833597,0.1734865845520211,132
P018,2023-09-25,8,93.79233936775609,72.53678203684211,0.07777204061708104,19
P013,2023-07-10,7,95.62983749985987,65.23827535531369,0.272647209290639,193
P007,2023-11-13,2,42.53187956486639,29.701955009104612,0.006351709120613535,126
P004,2023-03-31,6,79.99123386474035,57.42348545127671,0.10440400612904789,74
P013,2023-02-27,4,76.49212449413707,53.47544308794578,0.2156977426194183,61
P020,2023-02-28,2,90.36681325343446,52.091630111031975,0.2300786779047478,31
P001,2023-05-02,9,50.3149276186933,34.890822743523884,0.12483556332955797,185
P008,2023-03-29,5,57.7425868478013,37.5333001700566,0.0050729439769101265,177
P014,2023-12-06,3,47.41968822234166,35.16675060068113,0.1854131037371212,165
P016,2023-02-08,2,86.53392273697351,62.389567358761425,0.01892840435496471,182
P014,2023-09-13,6,30.673208382592094,12.77691737508457,0.032356732846054344,27
P012,2023-03-11,3,31.57381704182002,17.414691484595696,0.19507521589385698,73
P019,2023-11-18,6,43.53445932193718,18.018323294800446,0.09374649784285645,80
P015,2023-12-17,5,30.730854889211606,13.547081836010301,0.10440904581247586,21
P002,2023-06-19,2,60.49061527734287,38.74812795429293,0.14604212309497303,170
P002,2023-11-17,7,22.104109584595207,16.567665150790486,0.29357351845781215,163
P019,2023-01-02,6,38.81675974636498,17.387187446739507,0.2896326662216131,95
P017,2023-10-27,5,92.2100228628031,53.52199054931408,0.12487829980802252,121
P020,2023-03-25,8,46.830293217261634,35.79480776590622,0.07964976516548465,122
P010,2023-11-28,3,77.34103448441583,56.127965977301535,0.09077764579923472,51
P006,2023-01-01,5,20.211597253591663,12.285966193032884,0.08063438944848124,163
P015,2023-07-23,5,32.28080573276062,22.875101389872448,0.15967374214253421,155
P011,2023-10-04,4,82.66110590803316,50.34702052871928,0.18205794234027856,77
P005,2023-04-05,3,78.66936426607246,36.442555174180676,0.1466338164688998,185
P001,2023-03-12,3,44.7540326734439,20.134590704050133,0.12239830867444569,163
P008,2023-01-31,5,95.89572118301268,45.583771458021374,0.06338551127098133,69
P012,2023-04-30,5,91.95787142510909,49.691168125677194,0.144751677414634,136
P012,2023-07-24,6,96.60706742010159,74.60110844746531,0.10233081414073741,20
P005,2023-02-12,6,48.512322116900684,34.92263156399854,0.16247863883950286,63
P007,2023-05-18,6,27.772622531711473,15.917062769114162,0.20255682465348718,75
P004,2023-01-04,6,66.39927751822069,39.655685923670795,0.18999365233098317,60
P006,2023-10-26,7,71.62958424512786,36.26203170773882,0.138747063121678,94
P013,2023-02-16,2,21.2897606005468,14.514106568850325,0.16681572728398827,39
P020,2023-04-14,5,80.78347308663153,58.25346884082271,0.0854568392882279,183
P015,2023-01-07,3,11.625419778396447,5.76111486102483,0.0072720777067169055,3
P003,2023-06-07,1,53.445554872910506,22.272293904745705,0.18750583625043124,30
P008,2023-11-03,8,39.79146335454054,25.84676694948516,0.07577056774130608,154
P020,2023-05-24,0,76.62727539091756,47.89241858185124,0.20068611302048237,185
P016,2023-03-07,4,38.14846546796343,21.39566077966991,0.22410254987908781,152
